numero,id_voie,lon,lat,appartement,valeur_locative
42,29082_b060,-4.013102,48.744794,1,0
46,29082_b060,-4.01326,48.74458,1,0
48,29082_b060,-4.01335,48.744505,1,0
50,29082_b060,-4.013498,48.744513,1,0
52,29082_b060,-4.013647,48.744502,1,0
56,29082_b060,-4.013841,48.744462,1,0
58,29082_b060,-4.013976,48.74443,1,0
60,29082_b060,-4.0142,48.744381,1,0
62,29082_b060,-4.014497,48.744333,1,0
64,29082_b060,-4.014722,48.74454,1,0
66,29082_b060,-4.014986,48.744341,1,0
68,29082_b060,-4.015142,48.74433,1,0
70,29082_b060,-4.015207,48.744011,1,0
72,29082_b060,-4.015282,48.743952,1,0
74,29082_b060,-4.015365,48.743915,1,0
76,29082_b060,-4.015373,48.743888,1,0
3,29082_b061,-4.006282,48.748487,2,0
5,29082_b061,-4.006152,48.748177,1,0
7,29082_b061,-4.006012,48.747998,1,0
9,29082_b061,-4.005842,48.747824,1,0
10,29082_b061,-4.005728,48.747599,1,0
11,29082_b061,-4.005636,48.747663,1,0
12,29082_b061,-4.005389,48.747567,1,0
13,29082_b061,-4.005448,48.747725,1,0
14,29082_b061,-4.005209,48.747573,1,0
15,29082_b061,-4.005415,48.747673,1,0
16,29082_b061,-4.004954,48.747421,1,0
17,29082_b061,-4.005407,48.747624,1,0
18,29082_b061,-4.004047,48.746908,1,0
21,29082_b061,-4.004971,48.748296,1,0
23,29082_b061,-4.004998,48.748327,1,0
1,29082_lbg3zh,-4.033551,48.743317,1,0
1,29082_b067,-4.018269,48.742211,1,0
2,29082_b067,-4.018103,48.742101,6,0
3,29082_b067,-4.018268,48.742086,1,0
4,29082_b067,-4.018235,48.741931,8,0
5,29082_b067,-4.018288,48.742003,1,0
6,29082_b067,-4.018433,48.741659,1,0
8,29082_b067,-4.01839,48.741422,4,0
9,29082_b067,-4.018654,48.741369,1,0
10,29082_b067,-4.018255,48.74133,1,0
11,29082_b067,-4.018311,48.741308,3,0
13,29082_b067,-4.018359,48.74097,1,0
14,29082_b067,-4.01817,48.741188,6,0
15,29082_b067,-4.018457,48.740922,1,0
16,29082_b067,-4.017905,48.741223,4,0
17,29082_b067,-4.018864,48.741066,1,0
18,29082_b067,-4.018081,48.741113,2,0
19,29082_b067,-4.01878,48.740877,1,0
20,29082_b067,-4.017664,48.740972,4,0
21,29082_b067,-4.018894,48.74081,1,0
22,29082_b067,-4.017666,48.740923,4,0
23,29082_b067,-4.018816,48.740801,1,0
25,29082_b067,-4.018831,48.740689,1,0
26,29082_b067,-4.018501,48.740768,6,0
27,29082_b067,-4.019191,48.740661,1,0
28,29082_b067,-4.018653,48.740681,1,0
29,29082_b067,-4.019356,48.740558,4,0
30,29082_b067,-4.018918,48.740619,1,0
31,29082_b067,-4.019685,48.740399,2,0
40,29082_b067,-4.018958,48.739935,1,0
42,29082_b067,-4.018454,48.740021,1,0
44,29082_b067,-4.017827,48.740354,1,0
50,29082_b067,-4.017527,48.738956,1,0
1,29082_0718,-4.001693,48.743019,1,0
3,29082_0718,-4.001415,48.742964,1,0
4,29082_0718,-4.001059,48.742821,1,0
5,29082_0718,-4.001093,48.742945,1,0
6,29082_0718,-4.000975,48.74279,1,0
7,29082_0718,-4.000829,48.742894,1,0
8,29082_0718,-4.000725,48.742772,1,0
9,29082_0718,-4.000673,48.742854,1,0
10,29082_0718,-4.00054,48.742737,1,0
14,29082_0718,-4.000066,48.742626,1,0
15,29082_0718,-3.999972,48.742696,1,0
17,29082_0718,-3.999875,48.742675,1,0
19,29082_0718,-3.999719,48.742629,1,0
20,29082_0718,-3.999636,48.742531,1,0
21,29082_0718,-3.999503,48.742585,1,0
22,29082_0718,-3.999417,48.742466,1,0
23,29082_0718,-3.999455,48.742571,1,0
24,29082_0718,-3.999222,48.742421,1,0
25,29082_0718,-3.999344,48.74265,1,0
26,29082_0718,-3.999092,48.742395,1,0
27,29082_0718,-3.99911,48.742498,1,0
28,29082_0718,-3.998661,48.742295,1,0
30,29082_0718,-3.998438,48.742258,1,0
32,29082_0718,-3.997863,48.742211,1,0
34,29082_0718,-3.997637,48.742179,1,0
36,29082_0718,-3.996906,48.742046,1,0
2,29082_0700,-4.010013,48.744584,1,0
4,29082_0700,-4.010238,48.744711,1,0
5,29082_0700,-4.010542,48.744822,1,0
6,29082_0700,-4.010381,48.744818,1,0
7,29082_0700,-4.010908,48.744758,1,0
8,29082_0700,-4.010513,48.744908,1,0
9,29082_0700,-4.010818,48.744851,1,0
10,29082_0700,-4.010706,48.745033,1,0
11,29082_0700,-4.01077,48.744946,1,0
12,29082_0700,-4.010868,48.745144,1,0
13,29082_0700,-4.010908,48.745024,1,0
14,29082_0700,-4.01096,48.745194,1,0
16,29082_0700,-4.011046,48.745242,1,0
18,29082_0700,-4.010839,48.745494,1,0
20,29082_0700,-4.010841,48.745573,1,0
24,29082_0700,-4.011441,48.745367,1,0
26,29082_0700,-4.011666,48.745369,1,0
28,29082_0700,-4.011775,48.745356,1,0
30,29082_0700,-4.012163,48.745356,1,0
32,29082_0700,-4.012295,48.745356,1,0
34,29082_0700,-4.012465,48.745382,1,0
36,29082_0700,-4.012649,48.745378,1,0
38,29082_0700,-4.012994,48.745365,1,0
1,29082_xqeoh5,-4.005664,48.741728,1,0
2,29082_xqeoh5,-4.005505,48.741389,1,0
3,29082_xqeoh5,-4.005511,48.741767,1,0
4,29082_xqeoh5,-4.00559,48.741673,1,0
5,29082_xqeoh5,-4.005397,48.741915,1,0
7,29082_xqeoh5,-4.005024,48.742212,1,0
9,29082_xqeoh5,-4.004724,48.742184,1,0
1,29082_uwwtq2,-4.015276,48.74432,1,0
2,29082_uwwtq2,-4.014961,48.744419,1,0
5,29082_uwwtq2,-4.015649,48.744359,1,0
6,29082_uwwtq2,-4.01526,48.744386,1,0
7,29082_uwwtq2,-4.015836,48.744334,1,0
8,29082_uwwtq2,-4.015365,48.744365,1,0
9,29082_uwwtq2,-4.015941,48.744312,1,0
10,29082_uwwtq2,-4.015676,48.744426,1,0
11,29082_uwwtq2,-4.016113,48.744311,1,0
12,29082_uwwtq2,-4.015763,48.744412,1,0
13,29082_uwwtq2,-4.016341,48.744269,1,0
14,29082_uwwtq2,-4.015979,48.744409,1,0
15,29082_uwwtq2,-4.016488,48.744211,1,0
16,29082_uwwtq2,-4.016135,48.744387,1,0
17,29082_uwwtq2,-4.016888,48.744067,1,0
18,29082_uwwtq2,-4.016351,48.744325,1,0
19,29082_uwwtq2,-4.01686,48.743946,1,0
20,29082_uwwtq2,-4.016499,48.744282,1,0
21,29082_uwwtq2,-4.016853,48.743876,1,0
22,29082_uwwtq2,-4.016639,48.744236,1,0
23,29082_uwwtq2,-4.016765,48.743754,1,0
24,29082_uwwtq2,-4.016887,48.744168,1,0
25,29082_uwwtq2,-4.016643,48.743899,1,0
26,29082_uwwtq2,-4.01718,48.744091,1,0
27,29082_uwwtq2,-4.016693,48.743665,1,0
28,29082_uwwtq2,-4.017371,48.744047,1,0
29,29082_uwwtq2,-4.016544,48.743681,1,0
30,29082_uwwtq2,-4.017709,48.743792,1,0
31,29082_uwwtq2,-4.016648,48.743624,1,0
33,29082_uwwtq2,-4.016561,48.743548,1,0
34,29082_uwwtq2,-4.017,48.744013,1,0
36,29082_uwwtq2,-4.016918,48.743824,1,0
39,29082_uwwtq2,-4.016712,48.743549,1,0
40,29082_uwwtq2,-4.016873,48.743728,1,0
41,29082_uwwtq2,-4.016882,48.743431,1,0
42,29082_uwwtq2,-4.016894,48.743492,1,0
44,29082_uwwtq2,-4.017,48.743398,1,0
1,29082_1kreye,-4.011723,48.745675,1,0
4,29082_1kreye,-4.011112,48.745865,1,0
5,29082_1kreye,-4.012223,48.745979,1,0
6,29082_1kreye,-4.011164,48.745902,1,0
7,29082_1kreye,-4.012285,48.746022,1,0
8,29082_1kreye,-4.01154,48.745671,1,0
10,29082_1kreye,-4.011648,48.745737,1,0
11,29082_1kreye,-4.01239,48.74618,1,0
12,29082_1kreye,-4.011741,48.745817,1,0
13,29082_1kreye,-4.012481,48.746216,1,0
14,29082_1kreye,-4.012209,48.746209,1,0
1,29082_b071,-4.000862,48.744006,1,0
3,29082_b071,-4.000405,48.7439,1,0
5,29082_b071,-4.000157,48.743911,1,0
7,29082_b071,-3.999682,48.743916,1,0
1,29082_7u00l7,-4.027859,48.743284,1,0
4,29082_7u00l7,-4.02507,48.743134,1,0
8,29082_7u00l7,-4.02606,48.743413,1,0
10,29082_7u00l7,-4.027638,48.743904,1,0
12,29082_7u00l7,-4.02779,48.743866,1,0
14,29082_7u00l7,-4.027908,48.743846,1,0
16,29082_7u00l7,-4.02797,48.743836,1,0
18,29082_7u00l7,-4.02801,48.743739,1,0
20,29082_7u00l7,-4.028098,48.743648,1,0
22,29082_7u00l7,-4.028243,48.743664,1,0
26,29082_7u00l7,-4.028511,48.74366,1,0
28,29082_7u00l7,-4.029257,48.74361,1,0
1,29082_ohv548,-4.013944,48.745272,1,0
2,29082_ohv548,-4.013878,48.745393,1,0
3,29082_ohv548,-4.013953,48.745251,1,0
4,29082_ohv548,-4.014196,48.745336,1,0
5,29082_ohv548,-4.014294,48.745224,1,0
6,29082_ohv548,-4.014461,48.745252,1,0
7,29082_ohv548,-4.014609,48.745129,1,0
8,29082_ohv548,-4.014635,48.745208,1,0
9,29082_ohv548,-4.014883,48.74503,1,0
11,29082_ohv548,-4.015004,48.744994,1,0
13,29082_ohv548,-4.015132,48.744797,1,0
17,29082_ohv548,-4.014877,48.744785,1,0
19,29082_ohv548,-4.015014,48.744586,1,0
21,29082_ohv548,-4.014994,48.744571,1,0
23,29082_ohv548,-4.014988,48.744561,1,0
25,29082_ohv548,-4.014974,48.744552,1,0
27,29082_ohv548,-4.015016,48.744527,1,0
28,29082_ohv548,-4.014865,48.745207,1,0
29,29082_ohv548,-4.015063,48.744558,1,0
30,29082_ohv548,-4.014986,48.74507,1,0
31,29082_ohv548,-4.01512,48.744603,1,0
32,29082_ohv548,-4.015087,48.745062,1,0
33,29082_ohv548,-4.015224,48.744688,1,0
34,29082_ohv548,-4.015174,48.745018,1,0
35,29082_ohv548,-4.015252,48.744776,1,0
36,29082_ohv548,-4.015197,48.74501,1,0
37,29082_ohv548,-4.015309,48.744826,1,0
38,29082_ohv548,-4.015228,48.744998,1,0
40,29082_ohv548,-4.015269,48.744976,1,0
41,29082_ohv548,-4.015627,48.744817,1,0
42,29082_ohv548,-4.015366,48.744926,1,0
43,29082_ohv548,-4.015795,48.744795,1,0
45,29082_ohv548,-4.015913,48.744734,1,0
46,29082_ohv548,-4.015514,48.744897,1,0
49,29082_ohv548,-4.015918,48.744745,1,0
51,29082_ohv548,-4.015939,48.744851,1,0
53,29082_ohv548,-4.015881,48.744895,1,0
